"URL","LotNumber"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-56aa7008-af32-4ee1-839b-b35500b20a0e","1683"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-3f447d15-e253-43ba-83d7-b35500b21eb0","1832"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-e2de09ab-9168-4a84-9d51-b35500b2098a","1682"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-843a36d7-45c0-4a0b-9650-b35500b1e4af","1609"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-df410967-bb91-4545-b31e-b35500b1e527","1610"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-398d3124-5735-4c11-8b46-b35500b2026d","1667"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-5522b78f-a229-495e-9025-b35500b1fddc","1659"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-2f197a60-3a31-4f57-aed4-b35500b1fc55","1657"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-cf51c072-2f8f-4233-863a-b35500b20b84","1686"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-12fe849c-9a99-4d07-819f-b35500b20a91","1684"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-45cf5802-b49d-457e-8464-b35500b2058e","1673"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-644901f2-2fd1-4678-8c94-b35500b1f9b1","1651"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-1d4a9c3f-1b18-4f65-b07e-b35500b20610","1674"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-48894d96-a742-428b-8c77-b35500b1f89e","1649"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-bc3f70a1-da7f-4c97-a2ae-b35500b1f825","1648"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-ce81b63c-33f5-4060-b468-b35500b202ed","1668"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-3ff62ab8-9af5-494d-a1fb-b35500b201e4","1666"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-e1bd8146-e4c1-4a7f-b24a-b35500b20165","1665"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-ea5aea59-c6dd-40c5-a2e6-b35500b1ffda","1663"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-e932f873-7aaa-4563-8dee-b35500b1e2a7","1605"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-f733281b-8e65-41e2-bfac-b35500b1e1ad","1603"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-9c0102c4-6c07-4591-a315-b35500b1ecba","1625"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-3ae08c14-48d9-4961-8bf5-b35500b1e229","1604"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-1d1b1c4d-9c6a-442d-b9d1-b35500b1e5a4","1611"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-85696d43-6e0f-4d34-8db6-b35500b1e9c0","1619"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-b0409881-cfa3-4e58-a802-b35500b1fd2e","1658"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-ddd134f6-8407-46a6-b56e-b35500b1e094","1601"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-f8e7ff8b-400f-40b8-b99c-b35500b1fbc7","1655"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-08bbca6d-2d6f-41b8-8c60-b35500b1ea48","1620"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-058e45d3-7c76-4d31-bb10-b35500b1fa2e","1652"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-46f668f1-a51b-4aa2-a6c6-b35500b1f928","1650"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-9f2fd03c-5ae7-4bcc-bc31-b35500b1e61d","1612"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-164c10aa-aec0-4629-a3a4-b35500b1c58f","1187"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-b86a4ada-afc9-4d4b-9cce-b35500b1f6c0","1645"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-b125bf47-835e-4127-9b4a-b35500b1f64c","1644"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-e1161202-e9aa-40be-a49d-b35500b1e935","1618"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-45f024a7-b600-4454-b7d9-b35500b1c7ff","1192"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-8846fd48-92a6-4b9d-84c3-b35500b1b95c","1163"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-b0cc347a-8e77-44e2-aa7f-b35500b1b8d7","1162"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-31e790bd-133c-4e9b-b327-b35500b1c77e","1191"
"https://www.bidspotter.com/en-us/auction-catalogues/bscbro/catalogue-id-brolyn10242/lot-b05907f2-a661-4af2-bbb1-b35500b1c708","1190"
