"URL","LotNumber"
"https://www.bidspotter.com/en-us/auction-catalogues/bscpres/catalogue-id-bscpres10172/lot-3f9885b3-7203-4c89-9de2-b35600fa3e9b","309"
"https://www.bidspotter.com/en-us/auction-catalogues/bscpres/catalogue-id-bscpres10172/lot-1affb773-f322-41eb-b6cb-b35600fa3e9b","310"
