"URL","LotNumber"
"https://www.bidspotter.com/en-us/auction-catalogues/new-mill-capital/catalogue-id-bscnew10468/lot-0799f80a-87e5-4935-b180-b32c013fdb39","104"
"https://www.bidspotter.com/en-us/auction-catalogues/new-mill-capital/catalogue-id-bscnew10468/lot-b1c69874-b83b-4578-952c-b32c013fdb35","12"
